0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.975907384230288,0.9605757196495622,0.9396120150187738,0.9186483103879849,0.8976846057571967,0.876720901126408,0.8557571964956198,0.8347934918648311,0.8138297872340426,0.7928660826032542,0.7719023779724657,0.7509386733416773,0.7299749687108886,0.7090112640801004,0.6880475594493117,0.6670838548185233,0.6461201501877348,0.6251564455569464,0.6041927409261579,0.5832290362953693,0.5622653316645808,0.5413016270337924,0.5203379224030039,0.49937421777221547,0.4784105131414268,0.45744680851063857,0.4364831038798499,0.41551939924906145,0.3945556946182728,0.37359198998748455,0.3526282853566961,0.33166458072590743,0.310700876095119,0.28973717146433053,0.2687734668335422,0.24780976220275353,0.2268460575719652,0.20588235294117663,0.18491864831038818,0.16395494367959962,0.14299123904881117,0.12202753441802261,0.10106382978723416,0.0801001251564456,0.05913642052565704,0.03817271589486859,0.018022528160200446,0.0012515644555696204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014518147684605909,0.03379224030037553,0.05475594493116376,0.07571964956195254,0.09668335419274077,0.11764705882352955,0.1386107634543179,0.15957446808510656,0.1805381727158949,0.20150187734668357,0.2224655819774719,0.24342928660826024,0.2643929912390489,0.28535669586983714,0.3063204005006258,0.32728410513141426,0.34824780976220293,0.36921151439299116,0.39017521902378005,0.4111389236545683,0.4321026282853565,0.4530663329161452,0.4740300375469336,0.4949937421777223,0.5159574468085105,0.5369211514392994,0.5578848560700876,0.5788485607008763,0.5998122653316645,0.620775969962453,0.6417396745932417,0.6627033792240299,0.6836670838548188,0.704630788485607,0.7255944931163957,0.7465581977471841,0.7675219023779728,0.788485607008761,0.8094493116395493,0.8304130162703381,0.8513767209011264,0.872340425531915,0.8933041301627035,0.9142678347934922,0.9352315394242804,0.9561952440550691,0.9771589486858575,0.9942428035043801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894868585732167,0.9712140175219025,0.9502503128911143,0.9292866082603256,0.9083229036295372,0.8873591989987485,0.8663954943679603,0.8454317897371718,0.8244680851063831,0.8035043804755945,0.7825406758448062,0.7615769712140178,0.7406132665832296,0.7196495619524405,0.6986858573216522,0.6777221526908638,0.6567584480600756,0.6357947434292873,0.6148310387984982,0.5938673341677098,0.5729036295369215,0.5519399249061331,0.5309762202753442,0.5100125156445557,0.4890488110137675,0.47234042553191513,0.4681476846057574,0.4515644555694617,0.4317897371714644,0.4108260325406762,0.38986232790988795,0.36889862327909884,0.3479349186483104,0.32697121401752216,0.30600750938673393,0.2850438047559455,0.2640801001251565,0.24311639549436814,0.2221526908635798,0.20118898623279147,0.18022528160200235,0.15926157697121412,0.15106382978723398,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.1506883604505631,0.15738423028786008,0.17834793491864842,0.19931163954943676,0.22027534418022499,0.24123904881101332,0.26220275344180244,0.28316645807259067,0.3041301627033791,0.32509386733416734,0.34605757196495646,0.3670212765957447,0.38798498122653313,0.40894868585732136,0.4299123904881098,0.4508760951188989,0.47183979974968715,0.48892365456820996,0.49743429286608254,0.5081351689612018,0.52909887359199,0.5500625782227785,0.5710262828535667,0.5919899874843552,0.612953692115144,0.6339173967459325,0.6548811013767207,0.6758448060075092,0.6968085106382981,0.7177722152690865,0.7387359198998747,0.7596996245306632,0.7806633291614514,0.8016270337922405,0.8225907384230288,0.8435544430538172,0.8645181476846054,0.8854818523153946,0.9064455569461828,0.9274092615769712,0.9483729662077595,0.9693366708385479,0.9879849812265332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993241551939925,0.9809762202753441
